Ticket ID,Customer ID,Customer Name,Email Address,Phone Number,Support Issue Category,Issue Description,Ticket Priority,Ticket Status,Support Representative,Resolution Description,Resolution Date,Ticket Created Date,Ticket Closed Date,Customer Satisfaction Rating,Follow-up Status,Customer Location,Product ID (Linked to Issue),Communication Channel,Escalation Level,Resolution Time,Assigned Team
ZQHJ5FWU,57KXC3FL,Customer_H74WV,CV3FA@example.com,+1-6942343430,Refund,Issue description for order APC7KSH0X8,High,Open,Representative_PZF8V,Resolution for order APC7KSH0X8,2023-12-15,2023-12-01,2023-12-10,2,Completed,Location_DIKVC,MDRT77ZB,Email,Level 2,9,Team_DQB
4X7PQRZ4,T5EYUUQM,Customer_E7I11,UCAZN@example.com,+1-5399379770,Refund,Issue description for order G294ODP1ZQ,Medium,Open,Representative_YICTG,Resolution for order G294ODP1ZQ,2023-12-20,2023-12-10,2023-12-10,1,Completed,Location_Q4YJ6,NFD5OLC3,Phone,Level 3,3,Team_Z54
5TPM9K5X,LQ27JZ1X,Customer_LW3IS,PO8J8@example.com,+1-7755342231,Refund,Issue description for order NKVCYJ2GK1,Medium,Open,Representative_3BS3Q,Resolution for order NKVCYJ2GK1,2023-12-20,2023-12-10,2023-12-30,2,Completed,Location_MK0WK,KLMJFKAG,Phone,Level 2,3,Team_VZC
U6T99N5E,N7C6E1J9,Customer_AEPUF,8PZCY@example.com,+1-9937397146,Feedback,Issue description for order N3KU1WEJNT,High,Open,Representative_KQ09F,Resolution for order N3KU1WEJNT,2023-12-10,2023-12-20,2023-12-30,4,Pending,Location_M2YFK,5CQVUWXT,Chat,Level 1,5,Team_3R8
X1NIO2XN,5TST02HA,Customer_67ZLS,JPBCU@example.com,+1-8921093264,Feedback,Issue description for order U3RY842XCL,Low,Closed,Representative_YJHCU,Resolution for order U3RY842XCL,2023-12-20,2023-12-10,2023-12-25,2,Completed,Location_1YU5F,BH472Q0Y,Email,Level 2,8,Team_D65
8OK21353,UTT1ZF67,Customer_2EC0X,ZA3BE@example.com,+1-3934745210,Complaint,Issue description for order 8F4HVDKDOY,Low,Closed,Representative_SR77Z,Resolution for order 8F4HVDKDOY,2023-12-20,2023-12-01,2023-12-25,3,Completed,Location_7LJJW,4Y2O29TZ,Chat,Level 3,10,Team_0HC
QBW13H4D,S18CXXPS,Customer_ABPSP,EIUZ8@example.com,+1-7890515234,Feedback,Issue description for order VASNI0GC1M,Low,Closed,Representative_FD7ZI,Resolution for order VASNI0GC1M,2023-12-10,2023-12-01,2023-12-25,3,Completed,Location_ZJQC8,737D1UGW,Email,Level 3,5,Team_VHR
5PCNNGFD,93JI2SC7,Customer_8GN53,JVSNV@example.com,+1-8975568348,Feedback,Issue description for order G3D478NJ62,Low,Closed,Representative_WGNLT,Resolution for order G3D478NJ62,2023-12-10,2023-12-01,2023-12-25,2,Pending,Location_C159S,6SZ8M7OR,Chat,Level 2,2,Team_RE3
O472FTRZ,96M4Q7CJ,Customer_9ADEJ,O52GU@example.com,+1-2705442123,Inquiry,Issue description for order Y7E1PTUOE0,Low,Open,Representative_58HRV,Resolution for order Y7E1PTUOE0,2023-12-20,2023-12-01,2023-12-10,3,Pending,Location_E09B0,BC6GI7VB,Chat,Level 3,1,Team_2KT
PVJCGHYR,HYOHCRZL,Customer_6LBPT,ER48N@example.com,+1-5529925125,Feedback,Issue description for order QS6UJPYP0T,Medium,Closed,Representative_XSYSS,Resolution for order QS6UJPYP0T,2023-12-20,2023-12-10,2023-12-10,4,Completed,Location_RUHP4,KVVX18TP,Phone,Level 3,10,Team_3CK
F5KLOU11,7KSBJC4E,Customer_EHQVV,9ABC8@example.com,+1-6606297908,Feedback,Issue description for order 1W415W19F0,High,Open,Representative_ZORM2,Resolution for order 1W415W19F0,2023-12-20,2023-12-01,2023-12-25,2,Pending,Location_9XP1D,T9VQS1RZ,Email,Level 1,4,Team_3GK
GEQ6DO4H,K8Q35FI9,Customer_BCUJL,EDZIL@example.com,+1-3462276240,Inquiry,Issue description for order 04MN8HNVGV,High,In Progress,Representative_WR1EI,Resolution for order 04MN8HNVGV,2023-12-15,2023-12-10,2023-12-30,3,Completed,Location_NK5ZK,BF515WFS,Phone,Level 3,2,Team_DBR
VO0XZNWH,GZYKCG9U,Customer_P5WQA,DCDR1@example.com,+1-7779188653,Inquiry,Issue description for order 40SOAN38ND,High,Open,Representative_9IR0C,Resolution for order 40SOAN38ND,2023-12-10,2023-12-10,2023-12-25,4,Pending,Location_S5E6M,1A9TK7OB,Phone,Level 2,4,Team_WHT
7JFUIHBS,DXD0GTQC,Customer_8501A,QF8R2@example.com,+1-7218504992,Refund,Issue description for order LX2HWR0KUY,Low,Open,Representative_3K4NL,Resolution for order LX2HWR0KUY,2023-12-15,2023-12-01,2023-12-25,3,Pending,Location_OLQAN,1B38PGMO,Phone,Level 1,6,Team_O88
VJ9TDX8F,28DDBJ22,Customer_QOCOA,M9QUJ@example.com,+1-3794846161,Complaint,Issue description for order 6FIYZ8C42W,Low,Closed,Representative_SKBU8,Resolution for order 6FIYZ8C42W,2023-12-15,2023-12-20,2023-12-10,2,Completed,Location_LCWZ6,YTTSH26N,Email,Level 1,5,Team_FOZ
8PP94102,IKDJMB8F,Customer_PCE33,4K0CJ@example.com,+1-5477140807,Complaint,Issue description for order OH74DICKXG,Low,Closed,Representative_SH75W,Resolution for order OH74DICKXG,2023-12-15,2023-12-20,2023-12-25,3,Completed,Location_19ZYH,H4O46BJ4,Chat,Level 3,5,Team_INV
T9EL1HJU,O3GO6NK0,Customer_25KE1,VFUE4@example.com,+1-4910013327,Refund,Issue description for order CT5ISUY4H6,High,Open,Representative_VFL75,Resolution for order CT5ISUY4H6,2023-12-10,2023-12-20,2023-12-10,5,Completed,Location_IYP3I,SFA1LIFV,Chat,Level 1,4,Team_W07
QLJOD38X,TWL4V9YM,Customer_0SJJL,87S7I@example.com,+1-5944225685,Complaint,Issue description for order SWR7VRK13S,Medium,Closed,Representative_DD9AW,Resolution for order SWR7VRK13S,2023-12-15,2023-12-01,2023-12-25,1,Completed,Location_RC3NO,Y2G4YEFP,Chat,Level 2,4,Team_UZ9
H48JD0XL,2C9ILO8I,Customer_UTXH4,XEMYQ@example.com,+1-2427922528,Inquiry,Issue description for order B0ZINKA5WG,Medium,Closed,Representative_1508B,Resolution for order B0ZINKA5WG,2023-12-20,2023-12-10,2023-12-30,3,Completed,Location_5OFN3,4NYIB5V1,Chat,Level 2,3,Team_JVT
FEFSXQP4,ZNKVR73I,Customer_GT3HH,88MA6@example.com,+1-4565016590,Refund,Issue description for order 813R77D7BQ,High,Closed,Representative_PIP4Z,Resolution for order 813R77D7BQ,2023-12-10,2023-12-01,2023-12-25,2,Pending,Location_AIGRY,J1PBS3I9,Email,Level 2,2,Team_4SP
546WFZ0I,CA5ATAJ8,Customer_28WU5,NWV7Z@example.com,+1-3297895304,Inquiry,Issue description for order O6S89M48XU,High,In Progress,Representative_AX9RU,Resolution for order O6S89M48XU,2023-12-20,2023-12-10,2023-12-25,5,Pending,Location_KD8FW,F63TU37Z,Phone,Level 3,5,Team_W83
XQZ3RD9Y,NVC1K2JH,Customer_DDLB1,FX5XW@example.com,+1-2711535623,Inquiry,Issue description for order JG2UWZ56WL,Medium,Open,Representative_1OM6E,Resolution for order JG2UWZ56WL,2023-12-15,2023-12-20,2023-12-25,1,Completed,Location_WA4KF,5QPGOFC5,Email,Level 2,9,Team_I3H
AR9T5I5W,2HNL3663,Customer_1FYPV,032Y9@example.com,+1-9055201026,Complaint,Issue description for order 9CS5Q0SIJZ,High,Closed,Representative_P34Z0,Resolution for order 9CS5Q0SIJZ,2023-12-15,2023-12-10,2023-12-25,1,Pending,Location_RDG5J,RTPTVQ90,Email,Level 1,10,Team_5MX
VETXNREY,U1M5Y4QN,Customer_NVPR8,DB1CV@example.com,+1-9202007715,Feedback,Issue description for order TOSD8TVAT5,Medium,Closed,Representative_3Y6RJ,Resolution for order TOSD8TVAT5,2023-12-15,2023-12-20,2023-12-25,2,Pending,Location_SHDLH,06BO97JJ,Email,Level 1,4,Team_05K
TNTIXYHB,38M261GD,Customer_X4JB5,3YPXA@example.com,+1-2301408621,Inquiry,Issue description for order EDZALKJZ8Q,Low,Open,Representative_7ACMN,Resolution for order EDZALKJZ8Q,2023-12-10,2023-12-01,2023-12-25,4,Pending,Location_S0PCL,SCSUDYVD,Email,Level 2,6,Team_HGV
HY2L7QVY,XQBDGP44,Customer_1ZK0E,B5JD1@example.com,+1-7617265810,Complaint,Issue description for order FI7B1QEJ63,Medium,Closed,Representative_1FZKR,Resolution for order FI7B1QEJ63,2023-12-15,2023-12-10,2023-12-30,3,Completed,Location_GT05M,23DLLK7X,Email,Level 2,3,Team_LO2
IE2FI4WW,7R8KERIW,Customer_G9U4G,FKK2Z@example.com,+1-6926197912,Feedback,Issue description for order 68QJTJLFM5,Low,Closed,Representative_CTHTL,Resolution for order 68QJTJLFM5,2023-12-15,2023-12-01,2023-12-10,1,Completed,Location_NP9GP,RB0V2JMW,Chat,Level 1,8,Team_9DB
WW2132KX,CIJELRJY,Customer_O8L2R,7TLIY@example.com,+1-4730989327,Inquiry,Issue description for order ZZAY289AVX,Low,Open,Representative_LL57R,Resolution for order ZZAY289AVX,2023-12-10,2023-12-20,2023-12-10,2,Pending,Location_HZU46,DNQYIQ21,Email,Level 1,10,Team_6V5
SJTDZCWM,4LBZ064K,Customer_QPZJN,B68UD@example.com,+1-2575802395,Feedback,Issue description for order DFGJDN06M1,High,Open,Representative_EIUIR,Resolution for order DFGJDN06M1,2023-12-15,2023-12-01,2023-12-30,1,Completed,Location_UKYBH,9MERF18Y,Chat,Level 3,4,Team_5T5
B4INX4GX,K4EX5IRQ,Customer_T3WRO,SW5KO@example.com,+1-3346859187,Complaint,Issue description for order 0ZPW8E3RSP,Low,Closed,Representative_1P7XF,Resolution for order 0ZPW8E3RSP,2023-12-20,2023-12-20,2023-12-30,3,Completed,Location_R36V0,GKOSMYUU,Phone,Level 2,8,Team_6NA
16TLLZ1H,EVCZXE9V,Customer_K5PJS,U3N12@example.com,+1-8466028903,Refund,Issue description for order 1QB20QB9XF,High,Closed,Representative_QEDQQ,Resolution for order 1QB20QB9XF,2023-12-10,2023-12-10,2023-12-10,2,Completed,Location_1K939,5TPTVU0U,Chat,Level 2,9,Team_1LY
OQM25PM3,SV9L1YQ3,Customer_WEPCE,ZRECD@example.com,+1-1997491185,Inquiry,Issue description for order DBX50J9JXY,Low,Closed,Representative_AI6B1,Resolution for order DBX50J9JXY,2023-12-15,2023-12-01,2023-12-25,1,Completed,Location_47V0X,AA0AYDLS,Email,Level 3,10,Team_JMA
KANAYEJP,F5Z7F7A5,Customer_BT9WE,RNBDQ@example.com,+1-6921522262,Refund,Issue description for order DEGPXTXWDO,High,Closed,Representative_MMIO2,Resolution for order DEGPXTXWDO,2023-12-20,2023-12-01,2023-12-30,1,Completed,Location_15MA1,GU32R8FU,Email,Level 3,7,Team_FNB
4I02RQB2,3TFNO0OP,Customer_RQ448,M2LHM@example.com,+1-2912152248,Inquiry,Issue description for order 2ANEZGX15O,Low,Open,Representative_Y2RQR,Resolution for order 2ANEZGX15O,2023-12-20,2023-12-01,2023-12-30,3,Completed,Location_34ELV,0UP7K7GS,Phone,Level 2,10,Team_DGR
UOH9QMCS,R8YAWG0E,Customer_WPUQP,45AIY@example.com,+1-4781718829,Refund,Issue description for order HDFOTEWIY6,Medium,Closed,Representative_NZ4LT,Resolution for order HDFOTEWIY6,2023-12-20,2023-12-10,2023-12-25,5,Completed,Location_LJN1D,1J9RJCQY,Chat,Level 1,4,Team_ISO
9E388NTK,I8T2NG5W,Customer_K98B4,BTHTZ@example.com,+1-7549245222,Inquiry,Issue description for order JZV4TRULQM,Medium,In Progress,Representative_HC1G9,Resolution for order JZV4TRULQM,2023-12-10,2023-12-10,2023-12-30,3,Completed,Location_0R1YT,TRNH4DN7,Email,Level 1,3,Team_8E8
KZ6TV3XI,64U4GY07,Customer_0QCI7,BV3MB@example.com,+1-3580921769,Feedback,Issue description for order 8213JP5TWD,High,Closed,Representative_CDNQ1,Resolution for order 8213JP5TWD,2023-12-20,2023-12-10,2023-12-10,2,Pending,Location_IS52R,CH26CDPV,Chat,Level 2,10,Team_IMT
WFXT3WDI,DGNXN02V,Customer_HD01C,YS44M@example.com,+1-1275039979,Feedback,Issue description for order 4SMT4NSMA9,High,Closed,Representative_KXTL6,Resolution for order 4SMT4NSMA9,2023-12-20,2023-12-10,2023-12-10,2,Completed,Location_DXO2T,5YMXOUH2,Phone,Level 3,3,Team_SEO
0T1Z9GYA,SFKU2QZ6,Customer_CET7T,E367M@example.com,+1-1675777000,Feedback,Issue description for order PSX3GUMB0F,High,In Progress,Representative_7JJAC,Resolution for order PSX3GUMB0F,2023-12-15,2023-12-01,2023-12-30,3,Completed,Location_NDGN7,AD5W4ZGT,Email,Level 3,4,Team_YQY
64HU8HLU,AXK027GQ,Customer_9M9WC,THPLH@example.com,+1-2536160010,Complaint,Issue description for order F1D8FG5616,Medium,Open,Representative_0JGYK,Resolution for order F1D8FG5616,2023-12-15,2023-12-01,2023-12-30,2,Pending,Location_F4DFP,8J8B0070,Chat,Level 2,10,Team_XLG
GAGHHQV2,8ZB2N1JH,Customer_ZTQKV,VMXWY@example.com,+1-9101865944,Refund,Issue description for order OIZDVOEL6U,Low,Closed,Representative_UZAY6,Resolution for order OIZDVOEL6U,2023-12-20,2023-12-01,2023-12-10,2,Pending,Location_I2JI4,LGHE9RLI,Email,Level 1,7,Team_CR5
SP74JW83,29BBC6K6,Customer_JFMUE,QSFAL@example.com,+1-4075342040,Feedback,Issue description for order F2JCHHIFO9,Medium,Open,Representative_17QUB,Resolution for order F2JCHHIFO9,2023-12-10,2023-12-01,2023-12-25,1,Pending,Location_O9OY3,0D8XNOZ2,Phone,Level 2,6,Team_WTZ
Q3AKFNHT,9K0K96K6,Customer_C33X4,X9Y0A@example.com,+1-4886804755,Refund,Issue description for order PC79ZI1F1A,Medium,Closed,Representative_GWIGD,Resolution for order PC79ZI1F1A,2023-12-10,2023-12-10,2023-12-30,3,Completed,Location_QY512,YY59V8J3,Phone,Level 2,1,Team_EE8
TOS8HCFW,IWFRP9HX,Customer_5HFVI,PP9HA@example.com,+1-7380236181,Feedback,Issue description for order 58XDK4ET7Z,Medium,Closed,Representative_LQYGB,Resolution for order 58XDK4ET7Z,2023-12-20,2023-12-01,2023-12-25,1,Pending,Location_EJEVH,Z5G0LFDS,Email,Level 2,3,Team_DLW
7HV4PFZV,WYAZ983B,Customer_NP5BO,C4IZX@example.com,+1-5874724786,Complaint,Issue description for order 5V3AEPQB5A,Low,Open,Representative_FBY0K,Resolution for order 5V3AEPQB5A,2023-12-10,2023-12-20,2023-12-30,3,Pending,Location_GEDTV,JF0ZFKVI,Phone,Level 2,8,Team_P6W
K2FLK4ZK,1P9MPGG1,Customer_Q8WRO,DQ2DX@example.com,+1-8874928543,Refund,Issue description for order 5K0EFZC3L4,High,Closed,Representative_XXXZ9,Resolution for order 5K0EFZC3L4,2023-12-15,2023-12-20,2023-12-10,5,Completed,Location_SQIPN,XV0I5ZVZ,Phone,Level 3,9,Team_43F
GO1PTJIO,S1S9JJ5Z,Customer_F50O2,8C6EJ@example.com,+1-8132709182,Refund,Issue description for order A2ZUE7POKI,High,Open,Representative_01EH7,Resolution for order A2ZUE7POKI,2023-12-15,2023-12-20,2023-12-30,3,Completed,Location_Q8RQE,TFBPTX8P,Chat,Level 3,5,Team_4VM
C2PMHS3N,9S2HOWSD,Customer_7SROE,Y12C7@example.com,+1-6505370923,Refund,Issue description for order 3X4YCBBWAM,Medium,Closed,Representative_S0UU6,Resolution for order 3X4YCBBWAM,2023-12-10,2023-12-01,2023-12-10,2,Completed,Location_XNY5E,Z8H902B8,Phone,Level 3,6,Team_OG0
1LINCVDH,FJU6K83L,Customer_8CQMB,4ZGVT@example.com,+1-7944845053,Refund,Issue description for order 9YM6BDEM6S,High,Open,Representative_A93P5,Resolution for order 9YM6BDEM6S,2023-12-10,2023-12-01,2023-12-10,3,Pending,Location_GOX70,53X5921W,Phone,Level 1,10,Team_J92
5Y7M0J36,ZCZOB1IT,Customer_LEKRU,S6AFK@example.com,+1-9608766611,Inquiry,Issue description for order C56JJLGGU5,High,Open,Representative_0PZ8Q,Resolution for order C56JJLGGU5,2023-12-20,2023-12-10,2023-12-10,2,Completed,Location_YGU0N,XX79EUI0,Phone,Level 2,10,Team_2E3
MQZVA235,OLLO10YY,Customer_NI79Z,2DMYC@example.com,+1-5475772155,Complaint,Issue description for order EV3IZJ0DN1,Low,Open,Representative_21G61,Resolution for order EV3IZJ0DN1,2023-12-15,2023-12-01,2023-12-25,2,Pending,Location_XB3ED,DKOHKRT7,Phone,Level 1,5,Team_MFT
MAL6IP5D,ASF9HJSN,Customer_7Z2AY,7PYN8@example.com,+1-2689342809,Complaint,Issue description for order JYSIK3DW1F,Medium,Open,Representative_H005Z,Resolution for order JYSIK3DW1F,2023-12-15,2023-12-20,2023-12-25,5,Completed,Location_6KBJ8,XN7FBEAK,Chat,Level 1,1,Team_ZOC
PTO2IQUI,OZ0MKBDR,Customer_WD38I,XSE4M@example.com,+1-8298313238,Complaint,Issue description for order HR0QSE0OT4,Low,Open,Representative_VZ0JP,Resolution for order HR0QSE0OT4,2023-12-10,2023-12-01,2023-12-10,4,Completed,Location_GMW0L,1M8R7YVL,Chat,Level 3,6,Team_H39
SFSWM099,52S42NFW,Customer_P1804,HTQ2Z@example.com,+1-7051942915,Complaint,Issue description for order 0ECBD4KRJW,Low,Closed,Representative_IELE0,Resolution for order 0ECBD4KRJW,2023-12-20,2023-12-20,2023-12-25,5,Completed,Location_P3BZ1,BQGQ3G19,Chat,Level 2,5,Team_JEC
LXWKBRGY,NAAFAF0S,Customer_E3DMM,3DHAD@example.com,+1-7651047112,Complaint,Issue description for order SFPRQKWE6F,Low,Open,Representative_8F2GA,Resolution for order SFPRQKWE6F,2023-12-10,2023-12-10,2023-12-10,4,Pending,Location_OOFE2,Z4GVIIRO,Phone,Level 2,10,Team_MOU
2IJ32O0M,IARGGG59,Customer_8PM1E,XAYMP@example.com,+1-4208830853,Complaint,Issue description for order DGZS5ND4PQ,Low,In Progress,Representative_XIXZQ,Resolution for order DGZS5ND4PQ,2023-12-20,2023-12-01,2023-12-10,4,Completed,Location_0PAJ3,MGQ987EF,Chat,Level 3,1,Team_X51
SJRE1919,UQ419OZR,Customer_73JFV,428D8@example.com,+1-6537353326,Complaint,Issue description for order 0YAUF0LE54,High,In Progress,Representative_PPXAG,Resolution for order 0YAUF0LE54,2023-12-15,2023-12-20,2023-12-25,3,Completed,Location_54PVV,4Y6UJRAJ,Chat,Level 2,4,Team_JN9
JP4U37W9,4UKUREET,Customer_AK9N5,DK6NU@example.com,+1-2345035367,Feedback,Issue description for order QHT9DFC7JB,High,In Progress,Representative_VBGSI,Resolution for order QHT9DFC7JB,2023-12-10,2023-12-01,2023-12-10,2,Pending,Location_V1YT0,6YAU0M06,Email,Level 2,8,Team_K6D
62Y5QSY1,07BYPAYO,Customer_5TY5B,0IFJX@example.com,+1-3193498705,Complaint,Issue description for order 4EBL4ARBZ3,High,In Progress,Representative_1VTXH,Resolution for order 4EBL4ARBZ3,2023-12-10,2023-12-01,2023-12-10,4,Pending,Location_QE4WW,C9FG1FC6,Phone,Level 2,3,Team_CD0
SPWHN1SX,JVGM3O55,Customer_CCUJV,OPSB3@example.com,+1-9036529011,Feedback,Issue description for order 5CQ4JVTB9Y,Low,Open,Representative_HF6HO,Resolution for order 5CQ4JVTB9Y,2023-12-10,2023-12-10,2023-12-25,1,Pending,Location_8OIAY,5B1V1DAF,Chat,Level 1,1,Team_0PE
QD9SXKTQ,68A9H9TD,Customer_YWLL1,6Q6DG@example.com,+1-6200496513,Inquiry,Issue description for order METRPE4D59,Low,In Progress,Representative_50LOG,Resolution for order METRPE4D59,2023-12-20,2023-12-01,2023-12-10,1,Pending,Location_2YTYV,UWHZK72V,Phone,Level 3,9,Team_087
TL9Q5899,YIST7ROB,Customer_AF7LM,4K5WY@example.com,+1-9015957761,Complaint,Issue description for order G0RSX40OPY,High,Open,Representative_51M5U,Resolution for order G0RSX40OPY,2023-12-20,2023-12-20,2023-12-25,4,Pending,Location_KB05K,U8HB3RUC,Email,Level 3,2,Team_0RS
3A53QLWC,KTIWMHTT,Customer_GEILN,0FWQP@example.com,+1-8036624679,Complaint,Issue description for order JNSKKSBD7G,Medium,Open,Representative_MTSR8,Resolution for order JNSKKSBD7G,2023-12-20,2023-12-20,2023-12-30,4,Pending,Location_6O0H8,JDI328NM,Email,Level 1,5,Team_HYN
ZY41OJ0S,8DLPRDA5,Customer_VCA7H,8GEWH@example.com,+1-9898984275,Feedback,Issue description for order ZT8BG7P0Q6,Low,In Progress,Representative_L66G3,Resolution for order ZT8BG7P0Q6,2023-12-20,2023-12-20,2023-12-10,1,Completed,Location_L105H,JPVUJYNK,Email,Level 2,10,Team_SBC
NSDUT88F,T785OQOD,Customer_QWR4T,5EXX2@example.com,+1-4123990494,Complaint,Issue description for order RB5SSCR0RT,Medium,Open,Representative_D57SA,Resolution for order RB5SSCR0RT,2023-12-15,2023-12-20,2023-12-30,5,Completed,Location_8ISSM,S9Z4EWER,Chat,Level 2,9,Team_5K9
1KAFRQW9,ACX9B6OR,Customer_N2CZT,T4PRP@example.com,+1-9002325005,Refund,Issue description for order 1F72Y7DG79,High,Open,Representative_7WM89,Resolution for order 1F72Y7DG79,2023-12-10,2023-12-20,2023-12-10,5,Pending,Location_54MA1,LSRJFODJ,Phone,Level 1,6,Team_UZM
2XKIS1F2,FDOLSQ0A,Customer_RP7CU,DQFYH@example.com,+1-8286465955,Refund,Issue description for order JJG8PTG8X4,High,In Progress,Representative_YBNOC,Resolution for order JJG8PTG8X4,2023-12-15,2023-12-20,2023-12-30,3,Pending,Location_2U6UL,A033DS7Z,Phone,Level 3,1,Team_ANC
V9P8Y51J,IEXGS2S2,Customer_SBL2G,4QD0Z@example.com,+1-9994848135,Feedback,Issue description for order VPU2HBQL17,Low,Closed,Representative_9MQJR,Resolution for order VPU2HBQL17,2023-12-10,2023-12-10,2023-12-25,1,Completed,Location_XFJMT,MNKTQGJV,Chat,Level 1,8,Team_5S5
WJA46IAS,DEI5ULF9,Customer_CF03Z,FN4P9@example.com,+1-8633059017,Complaint,Issue description for order FW8X5CNEE7,Low,In Progress,Representative_L60CY,Resolution for order FW8X5CNEE7,2023-12-20,2023-12-10,2023-12-25,3,Pending,Location_Y2SC5,JM6GJKH3,Email,Level 3,1,Team_HME
9DJ9SHKS,KHGN2E36,Customer_FPRA2,YR1VW@example.com,+1-6744619372,Inquiry,Issue description for order F03MFANFCN,Low,Open,Representative_92DNW,Resolution for order F03MFANFCN,2023-12-10,2023-12-01,2023-12-30,1,Completed,Location_329O7,J19H48AV,Chat,Level 1,7,Team_208
WHJ20MR7,JDT90BKH,Customer_7Q3Z8,WEIEC@example.com,+1-3235502458,Complaint,Issue description for order 7NG1CSV9Z4,High,Closed,Representative_4J2X6,Resolution for order 7NG1CSV9Z4,2023-12-15,2023-12-01,2023-12-30,1,Pending,Location_Q8DZ5,YOAQUXWS,Phone,Level 1,1,Team_CFI
GX7RCO29,4XT453CY,Customer_KANFC,T3VM7@example.com,+1-7845049196,Inquiry,Issue description for order NIVSM5Q5SC,High,Open,Representative_ADVZQ,Resolution for order NIVSM5Q5SC,2023-12-20,2023-12-20,2023-12-30,3,Pending,Location_CQWTV,THSF3IJR,Phone,Level 3,7,Team_O37
9UT4VY2A,SXLT69Y4,Customer_OZ0TR,RTDF2@example.com,+1-2627970856,Inquiry,Issue description for order CXPUI7MOB6,Medium,Closed,Representative_WMVOZ,Resolution for order CXPUI7MOB6,2023-12-20,2023-12-20,2023-12-25,1,Pending,Location_DW45R,BGVCN35A,Email,Level 1,3,Team_UE3
XSCGCM7T,QYTOVJJ4,Customer_LMV7D,Q25FB@example.com,+1-4318565509,Complaint,Issue description for order 560UPMD85A,Low,Closed,Representative_JCLH3,Resolution for order 560UPMD85A,2023-12-15,2023-12-10,2023-12-30,4,Completed,Location_HBWI8,7HDEY72J,Phone,Level 3,4,Team_IX2
69KVVWBH,ERDD7W4D,Customer_N5UCE,IES86@example.com,+1-8335234281,Inquiry,Issue description for order P3BAGDSF2F,Low,Closed,Representative_VNBHD,Resolution for order P3BAGDSF2F,2023-12-15,2023-12-20,2023-12-10,5,Completed,Location_FECBY,YFAIAWU2,Phone,Level 2,5,Team_5MW
S6KKDJAP,C82KGEFJ,Customer_8OCCY,YYWRL@example.com,+1-2428184088,Complaint,Issue description for order JOKQC1H9YR,Low,In Progress,Representative_52O7P,Resolution for order JOKQC1H9YR,2023-12-20,2023-12-01,2023-12-10,1,Completed,Location_JKHWS,FW1YACIQ,Email,Level 3,5,Team_7TG
3Q2KJENJ,778XB1NP,Customer_IDERO,OA382@example.com,+1-4344407290,Complaint,Issue description for order YXCI9D5KO9,Medium,In Progress,Representative_97OFY,Resolution for order YXCI9D5KO9,2023-12-10,2023-12-01,2023-12-10,3,Completed,Location_DBGC2,NFP2019U,Email,Level 2,1,Team_DD4
R4NP5HNA,SJH80M63,Customer_J5X5X,Y4MVO@example.com,+1-7411639214,Complaint,Issue description for order P4JSNCF4WF,Medium,Open,Representative_9SD3C,Resolution for order P4JSNCF4WF,2023-12-10,2023-12-10,2023-12-25,3,Pending,Location_HGNTB,YWZLFET3,Chat,Level 2,3,Team_9OZ
NFP7YBKS,5L46FPJN,Customer_R30BR,GG16J@example.com,+1-1337565034,Feedback,Issue description for order QDVK63IRGL,High,Closed,Representative_XGLPV,Resolution for order QDVK63IRGL,2023-12-10,2023-12-10,2023-12-30,4,Pending,Location_Y91UG,IJ7E2B4D,Phone,Level 3,10,Team_B49
KTNDC2Z1,ZC9BA5V2,Customer_ZSSSP,8EBAG@example.com,+1-4538305916,Complaint,Issue description for order EIFE97R1YL,Low,Closed,Representative_9DAL1,Resolution for order EIFE97R1YL,2023-12-20,2023-12-10,2023-12-25,4,Pending,Location_RO5VX,535EY491,Email,Level 1,1,Team_5UE
DAC1TQ9N,6F2ESTO0,Customer_SB52H,X3YN6@example.com,+1-4890250030,Complaint,Issue description for order EBWTQWQN1K,High,In Progress,Representative_E0WQW,Resolution for order EBWTQWQN1K,2023-12-15,2023-12-20,2023-12-10,3,Completed,Location_G8US8,9K9F5VHF,Phone,Level 1,3,Team_MYS
SZ9PW78E,SO8ULAQQ,Customer_5MRTS,TCG9V@example.com,+1-9524826229,Refund,Issue description for order BXQOTVNGBJ,Low,Open,Representative_D5V8H,Resolution for order BXQOTVNGBJ,2023-12-15,2023-12-01,2023-12-30,4,Completed,Location_W68Z4,MZLMQB0X,Email,Level 3,7,Team_UGP
OK78YQJR,9MPO0OQL,Customer_D6QSS,CPLDX@example.com,+1-9163491670,Inquiry,Issue description for order NMI8EWBPCV,Low,In Progress,Representative_YN5E1,Resolution for order NMI8EWBPCV,2023-12-15,2023-12-10,2023-12-30,1,Pending,Location_VYEUL,CR4YYCZS,Chat,Level 3,10,Team_BZL
UHED7CZ8,EVO6CBE6,Customer_B0U9Z,J1H5G@example.com,+1-8470425371,Inquiry,Issue description for order SH57S6RCRG,Medium,Open,Representative_PA8LV,Resolution for order SH57S6RCRG,2023-12-15,2023-12-01,2023-12-30,5,Pending,Location_RBZ9R,1F5OPITU,Phone,Level 1,9,Team_ZZN
