Order ID,Tracking ID,Shipment Mode,Shipping Address,Customer Email,Delivery Date,Order Value,Product Description,Shipment Status,Order Total,Tracking URL,Product ID,Return Status,Estimated Delivery Date,Delivery Time Window,Shipping Carrier,Customs Clearance Status,Tracking Events,Shipment Cost
5ERRCRWZ9S,1OQK90CT,Land,"Q86N96ME7L Street, City, Country",Z88VU@example.com,2023-12-15,392.32,Product_HQSEG,Shipped,207.58,www.example.com/68Q1I,N2CV7G55,Returned,2023-12-10,11:00 - 16:00,UPS,Cleared,Event_647CK,17.28
ERBS4Y0IHL,Y2QKLQK1,Sea,"14FR7ETPWB Street, City, Country",3X8NG@example.com,2023-12-10,225.69,Product_G3P6S,In Transit,53.88,www.example.com/CS22B,YGFECMYB,Returned,2023-12-10,11:00 - 13:00,FedEx,Pending,Event_F7ZSI,48.54
P3QOBPLQ94,RN1KEN6H,Land,"2O1OGS564B Street, City, Country",L1S2M@example.com,2023-12-20,421.52,Product_IBDNW,In Transit,928.78,www.example.com/TCFPE,AJTLFME0,Not Returned,2023-12-10,9:00 - 14:00,DHL,Pending,Event_Y0KMN,37.49
ZC6RL7S6FN,6XOCNT4Z,Air,"1VJ8CXE7H0 Street, City, Country",UPVQ6@example.com,2023-12-20,270.81,Product_MUYVT,Shipped,329.83,www.example.com/L7AHI,9L51X2P1,Returned,2023-12-10,12:00 - 16:00,FedEx,Cleared,Event_6LQKS,42.89
BCCJZ0215D,HVMVX6PR,Sea,"4YHELC2WTH Street, City, Country",69259@example.com,2023-12-10,277.65,Product_T16EQ,In Transit,427.52,www.example.com/46GMK,F2C6BWKQ,Not Returned,2023-12-10,10:00 - 15:00,DHL,Cleared,Event_LK157,22.35
R7BV3LAQXT,DGUZFXUH,Air,"RTJHR57EHK Street, City, Country",V6XHC@example.com,2023-12-20,480.61,Product_48U4H,In Transit,575.71,www.example.com/DICIT,RSL47G3T,Not Returned,2023-12-15,12:00 - 13:00,FedEx,Pending,Event_6DJLI,27.14
VE1I9CABJR,DXAMRH1K,Air,"H6QFEZBWWM Street, City, Country",0QK4D@example.com,2023-12-10,391.94,Product_JV2CV,In Transit,569.9,www.example.com/SNQIR,AES7KL0J,Returned,2023-12-15,11:00 - 15:00,UPS,Cleared,Event_8009L,20.7
V9BQH8I54V,KDWWDRLJ,Air,"OG3MTSZFLU Street, City, Country",UJO0J@example.com,2023-12-20,358.32,Product_H7NAP,Shipped,506.51,www.example.com/L0HR6,W8OQS85C,Not Returned,2023-12-15,9:00 - 16:00,FedEx,Cleared,Event_HUI34,46.2
FL9HGYOHCM,R6RG52Z5,Air,"4YN44OXFK0 Street, City, Country",65ZJE@example.com,2023-12-20,112.66,Product_MJPJP,In Transit,992.1,www.example.com/VDXST,8Q1U30LY,Not Returned,2023-12-10,9:00 - 12:00,UPS,Cleared,Event_027P7,49.53
RXZE5FT7P8,Z69QA6DJ,Air,"HQXQLPSNCY Street, City, Country",T9K7H@example.com,2023-12-10,177.55,Product_5N534,Delivered,824.19,www.example.com/6500G,UB21FE4H,Returned,2023-12-10,10:00 - 15:00,UPS,Pending,Event_65C13,16.62
SK3AUD2ZCO,5TSU873Q,Sea,"X3PLAC6W8S Street, City, Country",S5JNS@example.com,2023-12-15,216.76,Product_SOGM1,In Transit,372.19,www.example.com/7Z6GC,INB8EU32,Returned,2023-12-15,10:00 - 16:00,UPS,Pending,Event_37SIB,31.61
XXYVWZO1KJ,WG8AMG14,Land,"JOFFAR58Z6 Street, City, Country",N8OB5@example.com,2023-12-15,393.62,Product_BF713,Shipped,888.39,www.example.com/ZD003,XKG6LS7P,Returned,2023-12-10,8:00 - 17:00,FedEx,Pending,Event_1MZVJ,19.58
MT11A8ZWGT,QHGAXHMT,Sea,"0SGAJGW1GV Street, City, Country",DHRLI@example.com,2023-12-15,390.11,Product_7O16W,Shipped,464.6,www.example.com/TFAOR,D5G5VKDY,Not Returned,2023-12-20,11:00 - 17:00,UPS,Cleared,Event_TFH3H,33.24
9C6A23XU0V,6XLJE93B,Air,"BANKBEDJWZ Street, City, Country",DP7K0@example.com,2023-12-20,246.67,Product_03IPM,Delivered,950.59,www.example.com/H1FAK,BU2ZZ72O,Not Returned,2023-12-20,12:00 - 17:00,DHL,Pending,Event_SJ8JY,31.6
KVH3VHO20J,GI30NHUP,Land,"W247XJV9XA Street, City, Country",SG5JM@example.com,2023-12-20,153.03,Product_H3XQP,Shipped,188.04,www.example.com/QDKNK,C2CXD5G7,Returned,2023-12-20,8:00 - 14:00,DHL,Cleared,Event_5VCXQ,45.94
RX7UHSZMLJ,FC1LADZ0,Air,"D2P23SVIOC Street, City, Country",SWG0W@example.com,2023-12-15,250.66,Product_WU59B,In Transit,311.63,www.example.com/8WFUJ,GQURYWSO,Returned,2023-12-10,10:00 - 12:00,UPS,Cleared,Event_XMR23,19.32
UY200XR50X,W4021U8Y,Land,"X0W8TPY8N4 Street, City, Country",0HOS0@example.com,2023-12-20,297.26,Product_DXERJ,Shipped,540.61,www.example.com/DS2N7,GEHUP25P,Not Returned,2023-12-15,11:00 - 15:00,UPS,Pending,Event_EKE58,27.64
ZA1XEIQPUM,0MPE5ZL9,Sea,"XZNUE320XX Street, City, Country",PYML2@example.com,2023-12-15,437.09,Product_4VEMA,In Transit,504.49,www.example.com/IOBRF,Z4O4SPFB,Not Returned,2023-12-20,9:00 - 16:00,FedEx,Cleared,Event_1OX6Q,32.93
8QAHEJ1SFY,O2A1SAPE,Air,"MSA72OKZ2N Street, City, Country",0Z5VC@example.com,2023-12-15,394.9,Product_RU65T,Delivered,808.75,www.example.com/S7MV8,PP1F5SKP,Not Returned,2023-12-20,11:00 - 15:00,FedEx,Pending,Event_5U9AR,17.28
2YSC23ML71,4IF3X2OG,Air,"MXZ6E4V8IS Street, City, Country",YKGKX@example.com,2023-12-10,413.05,Product_0YOG5,Shipped,199.96,www.example.com/0YB1E,TO3YRCB5,Returned,2023-12-20,12:00 - 13:00,DHL,Cleared,Event_4CX7G,27.85
XS2VM8DI6J,13LX56R3,Air,"RJ75GD5G6Q Street, City, Country",QVG0X@example.com,2023-12-20,366.63,Product_Z68Z4,Shipped,313.65,www.example.com/7KR8Y,AXH4LF0S,Returned,2023-12-15,12:00 - 12:00,DHL,Pending,Event_NVYSV,49.75
LPRU8JBBQN,GKOBNLKO,Land,"FDGYZJ59VJ Street, City, Country",OQ752@example.com,2023-12-10,296.33,Product_1QO6O,Delivered,235.85,www.example.com/M2OFG,Q2WB3ZUF,Not Returned,2023-12-10,8:00 - 17:00,FedEx,Pending,Event_MJEUQ,22.17
X42D7EQOX9,HG70W77K,Air,"8BC7F7D5IK Street, City, Country",NKIH7@example.com,2023-12-15,324.0,Product_T42CE,Delivered,562.84,www.example.com/10YMD,AJYMP4YN,Not Returned,2023-12-10,8:00 - 17:00,DHL,Pending,Event_J5PJZ,38.07
EYWCE25AHQ,1PQJCPQY,Land,"IC8GA2UIDN Street, City, Country",QMEEQ@example.com,2023-12-10,432.25,Product_25U35,In Transit,555.28,www.example.com/JWE6O,4T3YXBLG,Not Returned,2023-12-20,9:00 - 14:00,DHL,Pending,Event_ASKPN,40.38
V7U8GZMBZB,4IQM7ESG,Sea,"3UNLROL5G2 Street, City, Country",BYW7V@example.com,2023-12-15,343.87,Product_686FW,Shipped,548.27,www.example.com/VL258,VGE4I4WQ,Not Returned,2023-12-20,8:00 - 15:00,FedEx,Pending,Event_KRR8J,45.76
4X36W8KPCI,J8MQ42AJ,Air,"MIE85J3RTO Street, City, Country",SWLNV@example.com,2023-12-10,174.31,Product_0X81X,In Transit,516.56,www.example.com/5B5ZY,5ZAD2QPI,Returned,2023-12-10,10:00 - 15:00,FedEx,Cleared,Event_SGX88,16.15
88365LY6L8,HA3TLSWQ,Sea,"ZWAZ5KHRQZ Street, City, Country",Z0IWU@example.com,2023-12-10,368.2,Product_61MB6,Delivered,363.26,www.example.com/LOIQF,NUAHXAT0,Not Returned,2023-12-10,10:00 - 17:00,DHL,Pending,Event_EEEK0,11.34
F7YY778ZTM,80GX1O7B,Land,"4A1RWUIAFH Street, City, Country",CN748@example.com,2023-12-20,449.75,Product_I3TJ8,Delivered,126.99,www.example.com/KD58H,K15E386X,Not Returned,2023-12-20,10:00 - 17:00,FedEx,Cleared,Event_PT89H,12.89
VEY95VIEH6,U2E28JD0,Land,"R515YDA1T3 Street, City, Country",5JVZA@example.com,2023-12-10,233.09,Product_WK4DZ,Shipped,581.11,www.example.com/NUZ1J,FY4OQ743,Returned,2023-12-20,11:00 - 15:00,FedEx,Pending,Event_NT9IT,46.23
RFRRJEFWHL,0T5FE1F1,Air,"EIPUGL639T Street, City, Country",03VYV@example.com,2023-12-10,224.18,Product_XB1E8,In Transit,621.68,www.example.com/83I14,N9XDOYLW,Not Returned,2023-12-10,12:00 - 14:00,UPS,Pending,Event_9H2TZ,33.51
DU2FK3QCTH,GO7VZIX9,Sea,"GXJMF8YEGA Street, City, Country",4WZB3@example.com,2023-12-15,197.69,Product_ILA9S,Delivered,829.61,www.example.com/F9XXY,ZU0Z2S6I,Not Returned,2023-12-10,12:00 - 13:00,DHL,Pending,Event_26C8X,43.23
4ZAPKYV0OP,9PHKRVQC,Land,"148K54B71H Street, City, Country",4J2KI@example.com,2023-12-15,297.74,Product_937F5,Shipped,553.52,www.example.com/9P3RE,KEAHCXE9,Returned,2023-12-20,10:00 - 15:00,DHL,Pending,Event_4VRXM,43.22
XA05XMSE1S,5TLDMWLN,Air,"VFS1Y2GWBJ Street, City, Country",KXJMM@example.com,2023-12-15,480.81,Product_ZYXHJ,In Transit,744.97,www.example.com/ZYW9F,EH9DOLEL,Returned,2023-12-10,12:00 - 15:00,DHL,Pending,Event_XBHMM,27.98
MAL46IUFYB,AKFIEJCT,Land,"TN4ZL6QARY Street, City, Country",KGU5E@example.com,2023-12-15,95.23,Product_XNV90,Shipped,784.01,www.example.com/88OTA,XDE3N0M7,Not Returned,2023-12-10,9:00 - 14:00,DHL,Cleared,Event_H2O8A,15.0
Z5RQHD8M4Q,O41YNCBJ,Land,"T1WOW10KHD Street, City, Country",EJYL8@example.com,2023-12-10,312.05,Product_TFU25,In Transit,808.54,www.example.com/E3LL7,81R4H0QU,Not Returned,2023-12-10,8:00 - 15:00,DHL,Cleared,Event_1BKU5,22.49
24G4SL7X4J,MR2UYDVX,Air,"NTPER1UFQJ Street, City, Country",LNY9Z@example.com,2023-12-15,357.24,Product_8B4ZP,Shipped,190.85,www.example.com/KY659,0FYLSGZE,Returned,2023-12-20,8:00 - 13:00,UPS,Pending,Event_EEBLG,26.36
EE1E9LBWX3,JQDQPXB7,Air,"SONUA879PS Street, City, Country",RYZUK@example.com,2023-12-10,487.12,Product_OZOTC,Delivered,151.29,www.example.com/78B0U,K5L5IUTV,Not Returned,2023-12-20,8:00 - 12:00,FedEx,Pending,Event_5DEY7,13.47
0U6LIL7Y30,S2I8AQHP,Land,"80TCKXHPGB Street, City, Country",WUUAZ@example.com,2023-12-15,281.14,Product_51SM4,Shipped,483.68,www.example.com/M2VP2,H6WG96VV,Not Returned,2023-12-10,12:00 - 13:00,UPS,Cleared,Event_VLLGR,28.63
8N32NBH04R,61PT1GCU,Sea,"YNORYEC93H Street, City, Country",JE5XI@example.com,2023-12-15,444.49,Product_46GDP,Shipped,289.88,www.example.com/WWUKJ,DR0PWAJZ,Returned,2023-12-15,9:00 - 17:00,UPS,Cleared,Event_CZNGU,11.43
FRBK1DI8PP,061ALGWK,Air,"EMVBVU8C2P Street, City, Country",U7DWP@example.com,2023-12-15,438.97,Product_27AWO,Delivered,935.9,www.example.com/Y24VF,9RV0UNRV,Not Returned,2023-12-20,8:00 - 15:00,DHL,Cleared,Event_F1Z5H,32.24
FE8HTM6MGI,IUR2C3RS,Land,"SVWG44VR21 Street, City, Country",NYO23@example.com,2023-12-15,246.61,Product_FM92C,Shipped,590.93,www.example.com/HR4LT,IM1Y6WE2,Returned,2023-12-10,10:00 - 12:00,DHL,Pending,Event_XN5IA,10.77
7ELXXXOLKJ,25OFSMLA,Land,"A0ZQVBOHR0 Street, City, Country",ELFAH@example.com,2023-12-15,419.73,Product_TANTX,Shipped,553.25,www.example.com/X3H9G,3H14X8XL,Not Returned,2023-12-10,11:00 - 16:00,FedEx,Cleared,Event_JRPQI,33.46
GYSPGI32KK,IDMJ75KN,Sea,"BN6GI9BRP4 Street, City, Country",YQFP2@example.com,2023-12-15,51.54,Product_CVC01,Delivered,575.71,www.example.com/Z33CK,PKEKGK0N,Not Returned,2023-12-15,12:00 - 15:00,DHL,Cleared,Event_PQZUM,44.2
JOM24S3NJO,1OPIZNT3,Land,"9TZXPKRZ41 Street, City, Country",4RJP5@example.com,2023-12-15,479.15,Product_HL6JM,Shipped,472.39,www.example.com/UKX31,EQBM1Z7Y,Not Returned,2023-12-10,11:00 - 17:00,DHL,Pending,Event_ZFQBT,27.48
H3KXDI3R78,82GNKA7Y,Air,"IOFT4MXZDO Street, City, Country",LUW85@example.com,2023-12-20,253.59,Product_X8TW7,Shipped,422.66,www.example.com/EN11N,GJZUX75J,Returned,2023-12-10,11:00 - 15:00,FedEx,Cleared,Event_PR9YN,28.8
VFCVJSZ5D7,HPL8SQMM,Sea,"VKJ361KVJR Street, City, Country",WD6CV@example.com,2023-12-10,397.58,Product_OZCSD,Delivered,185.01,www.example.com/BIFPY,981CUJG1,Not Returned,2023-12-15,11:00 - 17:00,DHL,Pending,Event_L4O3L,21.71
QCVRRZJBN3,PHCTODV2,Air,"AVAXUH6X1M Street, City, Country",KV2I8@example.com,2023-12-10,324.16,Product_14JWT,In Transit,626.46,www.example.com/4B7YE,2YOX5TNV,Returned,2023-12-10,9:00 - 14:00,DHL,Pending,Event_0GFUZ,41.4
5O9M50BVSA,TOB5NFQ5,Land,"6MVWFI0UJS Street, City, Country",YAB2A@example.com,2023-12-15,108.39,Product_UH0UX,In Transit,312.58,www.example.com/S7RAD,LHPT9MR9,Not Returned,2023-12-20,11:00 - 12:00,FedEx,Cleared,Event_26V96,47.68
YUMPUCE8UM,42OMXP3Z,Sea,"D1JP0MKUKX Street, City, Country",IJDNT@example.com,2023-12-20,424.76,Product_GGVO1,In Transit,608.69,www.example.com/JCKOG,916ELU2Q,Not Returned,2023-12-15,11:00 - 16:00,UPS,Cleared,Event_JM5T8,34.35
KT70NG974M,YOR5UIPQ,Land,"CWDJ242V1U Street, City, Country",E2670@example.com,2023-12-20,409.75,Product_A0FSI,In Transit,226.07,www.example.com/Y7KXD,P641NOQT,Returned,2023-12-20,8:00 - 17:00,DHL,Pending,Event_LIHX4,12.34
7OTP38B1KX,FV7X0HPS,Sea,"CP5X2V1K1C Street, City, Country",IQPCD@example.com,2023-12-10,272.76,Product_YJHOR,Delivered,607.77,www.example.com/G8MKY,9LA6SY5J,Not Returned,2023-12-10,11:00 - 14:00,DHL,Cleared,Event_F1MKS,18.82
VXD9TJ66ZN,RFT47NNM,Air,"6RM2D13NOP Street, City, Country",S6CCK@example.com,2023-12-15,120.45,Product_8NZ35,Shipped,50.61,www.example.com/WQMPI,EY7H2H7N,Not Returned,2023-12-15,8:00 - 12:00,FedEx,Cleared,Event_AJ7U0,18.94
MC5UUF9D5I,ZC63IR41,Land,"05BTAKYQ8B Street, City, Country",2033S@example.com,2023-12-10,429.94,Product_60LG5,In Transit,630.51,www.example.com/CHSKP,M7Y177ED,Not Returned,2023-12-10,11:00 - 13:00,FedEx,Cleared,Event_UVAY3,45.45
4WDDP8RJGR,J89BPNT8,Land,"Y562K3DJGI Street, City, Country",0XLPN@example.com,2023-12-15,190.44,Product_QZS7H,Delivered,470.49,www.example.com/A9U91,R8TRT7HE,Not Returned,2023-12-20,11:00 - 15:00,UPS,Cleared,Event_RSRAF,11.98
TJ0PUX6Z1R,Y7WL1UGA,Air,"SRR00F69I1 Street, City, Country",1862U@example.com,2023-12-15,287.84,Product_FJ399,Shipped,226.28,www.example.com/9LSM2,77BTKJ26,Returned,2023-12-10,12:00 - 13:00,FedEx,Pending,Event_NMYRF,15.54
K4G4SP156E,BTGF4GCK,Sea,"9IWPWB2P4B Street, City, Country",6GNHL@example.com,2023-12-15,226.78,Product_6KXGP,Shipped,544.84,www.example.com/EC2LH,HPZ2ZYZ9,Returned,2023-12-15,12:00 - 15:00,DHL,Pending,Event_7TAF7,23.55
2HYK2JASU7,KOIJLHX7,Sea,"X4PXLEBAZH Street, City, Country",M7Q5I@example.com,2023-12-10,433.99,Product_9T4CX,In Transit,173.38,www.example.com/858CZ,U43ZFJ5Y,Returned,2023-12-15,9:00 - 12:00,FedEx,Cleared,Event_0H18B,31.08
ETDEXD9D3B,W2EGYDJE,Sea,"QLX0K32EXB Street, City, Country",77SAO@example.com,2023-12-20,131.61,Product_0Q08U,In Transit,789.0,www.example.com/45JN2,PLOSL8PA,Not Returned,2023-12-15,11:00 - 15:00,UPS,Cleared,Event_569OA,24.64
JNXBWF4895,US30G38A,Sea,"ROP7FCGR1Z Street, City, Country",VRC4K@example.com,2023-12-20,70.29,Product_C26MZ,Shipped,164.61,www.example.com/WX4N3,T1LQ9GER,Not Returned,2023-12-20,11:00 - 13:00,DHL,Cleared,Event_7KXNM,21.67
FB8JEXDZ2H,TT9730RP,Land,"UE0BK9LUCY Street, City, Country",ON9RO@example.com,2023-12-20,291.28,Product_7MMFO,Delivered,278.98,www.example.com/EA958,CWM86HBK,Returned,2023-12-20,11:00 - 16:00,FedEx,Pending,Event_L8YUQ,27.96
Y5BDLDQ011,FEOLING9,Air,"9TGJAK4XAV Street, City, Country",7SFTY@example.com,2023-12-10,427.42,Product_GXM5W,Delivered,921.8,www.example.com/UKC07,6IO4HTGR,Returned,2023-12-15,8:00 - 14:00,FedEx,Cleared,Event_F78A7,36.44
UYZCBZWRMR,ZTXJK7UU,Sea,"9ZBZ6Z2RD6 Street, City, Country",3U8W3@example.com,2023-12-10,243.38,Product_TS4AN,In Transit,516.73,www.example.com/8R069,RP15K4HO,Returned,2023-12-10,8:00 - 14:00,UPS,Pending,Event_6F6MG,10.91
HYTOOAAW5N,PXES3K0L,Sea,"CPIARFRVQ9 Street, City, Country",3KM0C@example.com,2023-12-20,456.43,Product_9MNU1,Delivered,528.78,www.example.com/CKY13,BYWSQIPG,Returned,2023-12-10,10:00 - 13:00,FedEx,Pending,Event_21EO1,20.83
29RHU5QRJB,PV2YN0FC,Land,"JZPEN72VOA Street, City, Country",S5DJ3@example.com,2023-12-15,308.84,Product_OIP54,In Transit,452.32,www.example.com/FGIEK,THKAFELR,Returned,2023-12-20,9:00 - 16:00,DHL,Cleared,Event_BHEU7,19.74
ZQSGWV5FLW,ZACEDZ78,Sea,"H011TUC48Z Street, City, Country",18QJZ@example.com,2023-12-20,198.96,Product_O5AVD,In Transit,56.14,www.example.com/K6AES,3OGDMJYL,Returned,2023-12-10,11:00 - 14:00,FedEx,Pending,Event_NQT8D,32.31
T2I4P3O8E7,YY3PE009,Land,"5U5CS79XL5 Street, City, Country",WNJAQ@example.com,2023-12-20,184.2,Product_OWQQ8,Delivered,736.45,www.example.com/YEKN1,67BD80DV,Not Returned,2023-12-10,11:00 - 16:00,FedEx,Cleared,Event_6OYUT,39.72
ULUASHEX2P,RG2OXYKX,Land,"R9C3MCPDOQ Street, City, Country",DYHWR@example.com,2023-12-10,459.63,Product_VYNI5,In Transit,171.61,www.example.com/S1167,QWVWV4KO,Returned,2023-12-15,10:00 - 17:00,DHL,Cleared,Event_V5P7H,46.72
TOLQS1BT3V,5ZMFNY8P,Sea,"DYFJH7RE3Z Street, City, Country",CH9K5@example.com,2023-12-15,253.69,Product_GH2JI,Shipped,874.87,www.example.com/HN2NV,L10BRX23,Returned,2023-12-10,12:00 - 17:00,DHL,Cleared,Event_US8EV,47.54
CB1A88RMT2,GJMVVHUG,Air,"DTVP4075WU Street, City, Country",916X7@example.com,2023-12-10,135.61,Product_4UJBD,Shipped,71.49,www.example.com/DGNQC,R9FS3RWP,Returned,2023-12-15,10:00 - 15:00,FedEx,Cleared,Event_6FUZ9,17.8
3C2S15G43R,ZJV1R677,Land,"R1ITC6C3GI Street, City, Country",BHEY8@example.com,2023-12-20,322.35,Product_MO384,Delivered,342.99,www.example.com/LINY9,9XHPEO0Q,Not Returned,2023-12-20,8:00 - 13:00,DHL,Cleared,Event_ZD0IL,40.31
3DED81YGPB,4PVWI6DF,Land,"9XX1U8ZPF9 Street, City, Country",YJHHQ@example.com,2023-12-10,332.66,Product_UBNZO,Shipped,297.45,www.example.com/CT24N,POVWWE6S,Returned,2023-12-20,11:00 - 12:00,FedEx,Pending,Event_FWZJZ,29.04
4G5QT9SVN0,7JQ0GNSA,Land,"BHS37FPL31 Street, City, Country",4YGFH@example.com,2023-12-15,225.74,Product_AWDRZ,Delivered,780.62,www.example.com/SV4XW,XFRBMUQ6,Returned,2023-12-10,11:00 - 16:00,FedEx,Pending,Event_NTI50,40.51
MZZDGYRFTE,WQSVMTHC,Land,"QDNXNARTFE Street, City, Country",EHK4D@example.com,2023-12-20,348.64,Product_DY1WQ,In Transit,586.02,www.example.com/8RFWR,QLTBSO9J,Not Returned,2023-12-10,9:00 - 16:00,DHL,Cleared,Event_GR01L,48.34
05WZO9L8SE,A25NS1J8,Air,"Q54R7SMSVO Street, City, Country",OMQ2X@example.com,2023-12-15,55.03,Product_9OW9E,Shipped,325.21,www.example.com/TQUP2,JZ5CF746,Not Returned,2023-12-10,12:00 - 17:00,UPS,Pending,Event_QE4Y3,33.63
VP6UIET71I,9MDONZQ8,Air,"55Q1F1G02H Street, City, Country",1WZSF@example.com,2023-12-10,422.95,Product_8ELPY,In Transit,775.6,www.example.com/T1106,S8LP83EU,Not Returned,2023-12-15,8:00 - 14:00,FedEx,Pending,Event_7U3KE,32.58
JWR8TOULGG,QADU4U6Z,Sea,"FIPZU434A9 Street, City, Country",M6KHY@example.com,2023-12-10,98.75,Product_YXNTR,In Transit,443.21,www.example.com/SQT2M,IQY06WQX,Not Returned,2023-12-20,12:00 - 16:00,FedEx,Pending,Event_5HNKL,24.76
ZDAQKEY0GG,G4485FJS,Air,"ZWP5OTQGK3 Street, City, Country",8BTVL@example.com,2023-12-15,62.13,Product_QSQNR,In Transit,53.55,www.example.com/9XYO8,8T1NK1VE,Not Returned,2023-12-20,8:00 - 16:00,UPS,Pending,Event_GF9BE,28.85
IPE5290T7M,MA7R7O02,Sea,"S7DZV6TL50 Street, City, Country",DG3EY@example.com,2023-12-20,491.24,Product_4TCJ6,Delivered,228.13,www.example.com/HV0PN,NW5WCWO2,Not Returned,2023-12-15,11:00 - 15:00,DHL,Cleared,Event_W0R6D,14.96
CEQPOR3D78,SGUQFKE1,Sea,"V5WI7FJOXI Street, City, Country",Q5LD0@example.com,2023-12-20,280.81,Product_YH2WS,Shipped,995.93,www.example.com/VPCMN,GMNZ89GY,Returned,2023-12-15,8:00 - 15:00,FedEx,Cleared,Event_UWH6I,15.41
CG7HS7IBR7,TC0ZZY3G,Sea,"KWI0U34LHG Street, City, Country",F1XFK@example.com,2023-12-20,137.66,Product_RDZZ7,Delivered,606.66,www.example.com/TM64S,105YHEH9,Not Returned,2023-12-20,8:00 - 16:00,UPS,Pending,Event_4RRMY,26.46
91KAGXIAO9,232A049T,Air,"A6LY4ORVXW Street, City, Country",60XEN@example.com,2023-12-10,199.17,Product_I2YHQ,Delivered,977.73,www.example.com/X1BXY,KF3FI0PI,Not Returned,2023-12-10,11:00 - 17:00,DHL,Cleared,Event_QNNTS,15.21
UD5O8QNHLM,BSCAW8O9,Air,"Q2SFIM98GQ Street, City, Country",EQT2T@example.com,2023-12-20,429.1,Product_VX715,Shipped,533.94,www.example.com/1OZBZ,51QCL4PX,Returned,2023-12-15,8:00 - 16:00,FedEx,Cleared,Event_00X7Y,34.42
04QG4D16DU,J4TZUP6Q,Sea,"745BY9Q8Z1 Street, City, Country",FG3GZ@example.com,2023-12-15,460.56,Product_KX81C,In Transit,658.26,www.example.com/KYY5F,F058258W,Returned,2023-12-15,8:00 - 14:00,DHL,Pending,Event_EHTTX,33.36
N1HR89UXUY,CKARIDG9,Sea,"X5I729M50Y Street, City, Country",2CVFH@example.com,2023-12-10,201.94,Product_2V21J,Delivered,212.35,www.example.com/QSB05,GA9IVQV1,Returned,2023-12-10,11:00 - 12:00,FedEx,Cleared,Event_4W4MG,36.51
ISF2VTVBCS,I1X8UGZW,Air,"MOS4AF3DN4 Street, City, Country",CO38F@example.com,2023-12-20,294.5,Product_S9SEV,In Transit,288.7,www.example.com/HS3GV,I32WEI7R,Returned,2023-12-10,8:00 - 17:00,DHL,Cleared,Event_1P060,13.52
FY7RKOFFIF,30CFG6GK,Land,"BKC41OAURK Street, City, Country",EYRBP@example.com,2023-12-20,298.51,Product_Z8HJS,Delivered,483.84,www.example.com/03ZKI,0OXRNSQN,Returned,2023-12-15,8:00 - 14:00,UPS,Pending,Event_MVVQK,20.75
6F44L6B5RM,F8QCTWHG,Land,"X0YZG5HT8O Street, City, Country",9CPFZ@example.com,2023-12-20,392.54,Product_4TYTK,Shipped,854.98,www.example.com/9GWJP,9CFE6H33,Not Returned,2023-12-10,12:00 - 16:00,FedEx,Cleared,Event_O047S,14.9
LEWSEMT36G,F8O3BRQT,Sea,"5XVNUYS2WM Street, City, Country",9NUBX@example.com,2023-12-20,331.61,Product_C41T4,Shipped,756.87,www.example.com/QYUC3,X8T74TMF,Returned,2023-12-20,9:00 - 12:00,FedEx,Pending,Event_YCIPA,34.45
83F19CKPER,52S51JZO,Land,"ZM1WKRLHO9 Street, City, Country",2M89A@example.com,2023-12-15,242.68,Product_KUAER,In Transit,843.88,www.example.com/W5KRI,P1CEMXB3,Returned,2023-12-15,9:00 - 12:00,DHL,Pending,Event_46TVU,23.34
I5CRE7TMWW,YR97WBEZ,Sea,"ECEAR5JRSY Street, City, Country",QJZWJ@example.com,2023-12-20,305.6,Product_A8KSJ,In Transit,623.65,www.example.com/EUQMB,FRDNMIAY,Not Returned,2023-12-15,11:00 - 16:00,FedEx,Cleared,Event_HUR3L,20.95
QGEDE12OYA,RF0WSGZE,Land,"NY8PC17G1O Street, City, Country",TD3QP@example.com,2023-12-20,234.06,Product_RZBY2,In Transit,985.19,www.example.com/GUI33,3R3H6X2O,Not Returned,2023-12-15,9:00 - 14:00,DHL,Cleared,Event_NX8FC,47.39
XIBHAZS8R2,XVDOH442,Air,"GSCAJBTTPQ Street, City, Country",1QMAS@example.com,2023-12-10,396.91,Product_8VYXQ,Shipped,810.16,www.example.com/EEJNT,AU6XPFDI,Not Returned,2023-12-20,12:00 - 17:00,UPS,Pending,Event_BCTMF,28.69
U0JQKQOKQ5,XMXQT12K,Sea,"1XE2H534X6 Street, City, Country",7URQ6@example.com,2023-12-10,173.53,Product_8E4RS,In Transit,207.59,www.example.com/J7ODY,UVZXICJN,Returned,2023-12-15,11:00 - 16:00,DHL,Cleared,Event_4I72O,29.05
HFVMUCAZ0S,PAC0V51P,Air,"B4N9GLDUPB Street, City, Country",F411H@example.com,2023-12-15,201.21,Product_LFGOW,Delivered,169.83,www.example.com/ODG9T,FYC1O71N,Not Returned,2023-12-15,11:00 - 12:00,DHL,Cleared,Event_M4S78,40.59
NKFFWCS81Y,0ONZMHKO,Land,"JYTB4TAPZU Street, City, Country",WJGY0@example.com,2023-12-15,134.37,Product_NRNNV,Shipped,717.73,www.example.com/O4HO1,AKWGSBY5,Returned,2023-12-10,12:00 - 12:00,FedEx,Pending,Event_GE6A0,23.06
RXGQXZR30D,4D4717IK,Sea,"AU996YMI3X Street, City, Country",5W2CH@example.com,2023-12-20,139.54,Product_YMIO4,In Transit,308.75,www.example.com/8Q3N1,ENIAX6ZJ,Returned,2023-12-15,9:00 - 14:00,FedEx,Cleared,Event_B3YII,37.16
