Order ID,Order Date,Customer Name,Order Status,Delivery Date,Shipment Mode,Order Value,Product Description,Project Code,Tracking ID,Shipping Address,Payment Status,Order Total,Order Priority,Customer Rating,Product ID,Shipping Cost,Payment Method,Billing Address,Estimated Delivery Date,Tracking Status
9LG9CWXUJT,2023-12-01,Customer_B3F8G,Processing,2023-12-10,Land,347.17,Product_NQE3G,I57CW,H3G3GUB9,"9P5ZSV008G Street, City, Country",Paid,123.33,Low,2,2T1V5TXO,26.5,PayPal,"E1UGHBETEE Street, City, Country",2023-12-15,In Transit
W4IOES5NY6,2023-12-10,Customer_X30JY,Processing,2023-12-10,Land,92.69,Product_ZESFW,7N4FE,BWR1YAS3,"FKCE7QEQWB Street, City, Country",Paid,147.23,Low,3,MJT9YF8C,32.87,Bank Transfer,"23E49F4JGK Street, City, Country",2023-12-20,Delivered
1UTISB9O59,2023-12-10,Customer_2EPL7,Delivered,2023-12-10,Air,264.54,Product_1FEY8,RV4SE,BVEFIWUD,"9JHYD33T0E Street, City, Country",Unpaid,586.87,Medium,4,S05VH3H9,32.55,Bank Transfer,"DLPEF0YTSP Street, City, Country",2023-12-10,Out for Delivery
HK3JBAUN9I,2023-12-15,Customer_H30S7,Delivered,2023-12-10,Land,419.94,Product_LTN9X,M4OUB,DNV8FACA,"2G44C6CP8E Street, City, Country",Unpaid,630.26,Low,4,66ZC6ZI2,18.51,Bank Transfer,"F6BQS8I103 Street, City, Country",2023-12-10,Delivered
ZR0O62HOCN,2023-12-10,Customer_6ABTD,Processing,2023-12-10,Air,229.9,Product_FSU1P,4HSJI,RJ836MPY,"FKYJDOISCC Street, City, Country",Paid,230.33,Low,4,FT0C4MDG,31.47,Bank Transfer,"EZE8CAPU5U Street, City, Country",2023-12-10,Delivered
HFESHV5VWA,2023-12-10,Customer_CWY2O,Shipped,2023-12-10,Sea,237.17,Product_FWVVM,8P0TC,YY68YFWB,"1H26NR3DN9 Street, City, Country",Paid,473.14,Medium,3,BMB1Y81B,22.43,PayPal,"8QHOO7RSG8 Street, City, Country",2023-12-20,In Transit
NE5QTZ2TO6,2023-12-01,Customer_POF13,Delivered,2023-12-10,Sea,499.75,Product_0ADOJ,3BC2G,LS0KURS7,"KWINJD9FX3 Street, City, Country",Paid,179.57,High,2,1WXBEBSP,23.03,Bank Transfer,"JMZM1H1A64 Street, City, Country",2023-12-20,Delivered
CWMAMHYNID,2023-12-15,Customer_1PCSO,Processing,2023-12-15,Land,53.26,Product_BQV2M,516N3,91XVP52A,"PT9XQFV2WN Street, City, Country",Paid,517.75,High,5,LU5IE4YS,11.13,PayPal,"9H4GBPJGVX Street, City, Country",2023-12-20,Delivered
JXHR059I5D,2023-12-01,Customer_VFES2,Processing,2023-12-10,Air,335.82,Product_E95NH,NIESZ,09EEWIUL,"X6DOGZZX49 Street, City, Country",Unpaid,433.62,Medium,1,IY7VR57G,18.58,Bank Transfer,"5RYVBV5KN0 Street, City, Country",2023-12-15,Out for Delivery
HP6M5RFC0F,2023-12-15,Customer_ELY94,Shipped,2023-12-15,Air,40.05,Product_ILIPY,4ZL00,DO9Y6ABA,"0FFVTKYLCG Street, City, Country",Unpaid,207.95,Low,4,BOI13LFX,43.86,Bank Transfer,"97Q04UE4IV Street, City, Country",2023-12-15,Out for Delivery
O2TXBM7MQ7,2023-12-10,Customer_VRDRN,Processing,2023-12-15,Sea,402.63,Product_EA7M9,6RLST,U40C4XPS,"IDWBJCUV3G Street, City, Country",Paid,642.17,Medium,5,9HKO6J5O,18.99,Credit Card,"BY5TVZ3LOJ Street, City, Country",2023-12-10,In Transit
FYXC0R1JB6,2023-12-01,Customer_WJU47,Shipped,2023-12-15,Land,225.79,Product_EOBIX,SNBZ7,L1ESXFWH,"9UCKBCDD81 Street, City, Country",Unpaid,763.34,Low,1,3TX0W7YO,29.85,PayPal,"HJ7CZVSKD1 Street, City, Country",2023-12-10,Out for Delivery
7W2X6IWWDA,2023-12-15,Customer_903HZ,Delivered,2023-12-20,Sea,191.64,Product_DVN8F,TVHKT,FINCG1HT,"YA8AQA6L95 Street, City, Country",Paid,579.36,Low,2,8DVSSAJD,46.39,PayPal,"6XIIB9R8BP Street, City, Country",2023-12-10,Delivered
H22AB7A2VX,2023-12-01,Customer_10YT0,Delivered,2023-12-20,Sea,117.49,Product_1L1UQ,L54Q2,GQN39JUK,"L0EJHVD9F6 Street, City, Country",Paid,794.64,Medium,2,O91BBOXI,44.74,PayPal,"TD57841PW8 Street, City, Country",2023-12-10,Out for Delivery
12QH4J1T1T,2023-12-10,Customer_EI14A,Processing,2023-12-20,Air,424.29,Product_1OJ5Y,HNUTD,KLIEQTCV,"H3QOUP7LIQ Street, City, Country",Unpaid,986.03,Low,5,KR5UXBRQ,43.19,Credit Card,"OKS6YVL0MG Street, City, Country",2023-12-20,Delivered
07DJKPNHO2,2023-12-01,Customer_BJRXB,Processing,2023-12-10,Land,78.53,Product_VQBTB,PDG4B,LEMDXIWA,"98K80EUEEL Street, City, Country",Unpaid,198.43,High,1,AVH96X7M,34.79,PayPal,"TO20C0Q5CV Street, City, Country",2023-12-15,In Transit
GSY8CJ2ZPL,2023-12-10,Customer_A9JOK,Delivered,2023-12-20,Land,400.93,Product_1UZZ3,BYJKM,GUBA03BB,"QCNXPLTT2H Street, City, Country",Paid,641.31,Low,3,LDGXE9CC,6.43,Bank Transfer,"5JCTTHW3JL Street, City, Country",2023-12-15,In Transit
0XCULBLNC8,2023-12-15,Customer_7T7R9,Processing,2023-12-15,Air,391.14,Product_5RPVO,75H6P,D34HZPJF,"UR9VFK1H5Y Street, City, Country",Unpaid,299.16,Low,3,ENIABR3U,13.85,PayPal,"6XPAORYD5N Street, City, Country",2023-12-20,Out for Delivery
04UIMSMQWU,2023-12-15,Customer_6JOZK,Shipped,2023-12-15,Sea,388.83,Product_B91R7,GYKRL,ZY1JIAMS,"6PLYT21LKU Street, City, Country",Paid,815.17,Low,5,08Q7XXPV,41.57,Bank Transfer,"8406H6JZ7B Street, City, Country",2023-12-10,In Transit
E9V1FMEZTZ,2023-12-01,Customer_5EQ6C,Shipped,2023-12-20,Air,129.27,Product_1PGWN,CUJ14,12UKSSMF,"SD69UMHK2J Street, City, Country",Unpaid,557.28,High,5,B2EENDRY,14.66,Bank Transfer,"NU87DHDFGR Street, City, Country",2023-12-10,Out for Delivery
1QRZ92HBVB,2023-12-10,Customer_63206,Processing,2023-12-15,Air,187.05,Product_8YLXQ,IF7YR,KD4JAQOS,"Y2LBAR3PM3 Street, City, Country",Unpaid,155.28,Low,1,NB3IO3Y2,15.2,Bank Transfer,"XIYNJJGFBN Street, City, Country",2023-12-10,Delivered
3NVGA1T7YC,2023-12-01,Customer_QR9Q1,Shipped,2023-12-10,Air,321.13,Product_8WW1G,1BV0J,IUGRL2IC,"WK5B6QTEZ9 Street, City, Country",Paid,668.21,Medium,2,I303P5S8,41.81,PayPal,"WH221XJ68U Street, City, Country",2023-12-10,Out for Delivery
PGOWQGY0MO,2023-12-01,Customer_EXA2N,Processing,2023-12-10,Air,204.87,Product_6TVS6,VTPGN,7OTC5W8F,"U9NZM61075 Street, City, Country",Unpaid,493.92,Medium,1,QHR7F9MP,15.64,Credit Card,"1C55AS5OC5 Street, City, Country",2023-12-10,Out for Delivery
RNEVPXJPHF,2023-12-10,Customer_GP0R2,Processing,2023-12-20,Land,365.98,Product_GVZEB,BXSJ7,TPFJX7TX,"UUQB4GI2VH Street, City, Country",Unpaid,109.23,Low,1,MKTYUA0Q,30.66,PayPal,"B1TUX1S3OT Street, City, Country",2023-12-20,Out for Delivery
6GTT9001NW,2023-12-10,Customer_V8CDE,Shipped,2023-12-10,Air,373.26,Product_ATCPO,4FGS9,T8SISHN9,"BNKX6X250D Street, City, Country",Unpaid,202.74,High,3,Q1JTPPB8,49.55,Credit Card,"MV5C7OKEAD Street, City, Country",2023-12-10,In Transit
ZWJIQHFOYY,2023-12-01,Customer_TRCZ1,Processing,2023-12-20,Sea,34.99,Product_O2OVY,XJRVF,AM10DBM0,"T9VYFYB6C9 Street, City, Country",Paid,471.61,High,4,OMCU1U1L,14.66,Credit Card,"RFEPOZMHJ7 Street, City, Country",2023-12-15,Delivered
0EFVJV8LJC,2023-12-15,Customer_US0K6,Delivered,2023-12-20,Sea,416.2,Product_FOTM3,R7K77,12LHZDUV,"G3C080LXRQ Street, City, Country",Unpaid,124.69,High,5,FQNUPBY0,24.44,Credit Card,"9FGTZRGQC3 Street, City, Country",2023-12-20,Out for Delivery
RVF9RLRY7V,2023-12-01,Customer_5MCYX,Shipped,2023-12-10,Sea,480.11,Product_MDDSJ,SY7KJ,FGIZOPPF,"52JBDKM9SK Street, City, Country",Unpaid,269.35,Medium,4,DTC29ARW,47.77,PayPal,"LHTGXRUT0R Street, City, Country",2023-12-20,In Transit
4ZOZ2SWN91,2023-12-01,Customer_88R24,Processing,2023-12-20,Sea,446.96,Product_Q0WW6,2BB4R,2OH7PJC2,"NV7UEGG8NK Street, City, Country",Unpaid,140.66,Low,4,B3UFIOCR,18.45,Bank Transfer,"TX68ZXNOXT Street, City, Country",2023-12-15,Out for Delivery
7OQLTSAGQB,2023-12-10,Customer_LKW2P,Delivered,2023-12-20,Sea,175.95,Product_U32ON,VH2VJ,ASWLVKSR,"ZP87HO99Y5 Street, City, Country",Paid,343.31,Low,2,CUYLI78V,18.5,PayPal,"YMKGJ42W0Y Street, City, Country",2023-12-20,In Transit
X4QIIXZ618,2023-12-01,Customer_JM8PO,Delivered,2023-12-15,Sea,440.64,Product_7CX1O,HNGSJ,W7YTODYE,"IM351DTVXU Street, City, Country",Unpaid,93.25,High,4,INIHGBW5,5.23,Credit Card,"OVYVH42J81 Street, City, Country",2023-12-10,Delivered
PZP7KN1OPJ,2023-12-15,Customer_NLM9A,Shipped,2023-12-15,Sea,316.41,Product_TOOE3,EOX68,BDVVY5EF,"NJX72LSWYA Street, City, Country",Paid,890.22,Medium,2,3LK3URGC,20.07,Credit Card,"D24382CMSD Street, City, Country",2023-12-15,Delivered
R8TGR0133U,2023-12-15,Customer_3366C,Shipped,2023-12-20,Sea,415.26,Product_TBG9A,YB6HL,3ASKLS1R,"K4MTB5VFVI Street, City, Country",Paid,628.56,High,4,WPSIV3LY,39.22,Bank Transfer,"F1GDAKNK8E Street, City, Country",2023-12-10,Out for Delivery
VQ4WPEMZGH,2023-12-10,Customer_93IZ3,Delivered,2023-12-20,Air,456.62,Product_KVHPZ,1W88V,FZU2HU98,"SQAJC75QSH Street, City, Country",Paid,477.97,Medium,4,L6NNTDCX,27.04,PayPal,"0T7X1TREPM Street, City, Country",2023-12-20,In Transit
61513L8I81,2023-12-15,Customer_939NR,Processing,2023-12-20,Land,352.41,Product_CZKJF,4646M,CAJFWE9Y,"B19SF9MTBE Street, City, Country",Unpaid,116.42,Medium,4,G1JQA07Q,46.84,PayPal,"XQB34EVB1V Street, City, Country",2023-12-15,Out for Delivery
UEFLQS7RX9,2023-12-15,Customer_046SU,Processing,2023-12-15,Sea,343.54,Product_07T18,XOU6J,8A47OWQA,"12NECPGTU3 Street, City, Country",Paid,666.75,Low,2,7XJL5IKA,13.16,Credit Card,"3RJFI6RW62 Street, City, Country",2023-12-10,In Transit
5SXY2G14HY,2023-12-15,Customer_DROWS,Delivered,2023-12-20,Air,483.15,Product_RV7OG,7QYKD,M1LTQG7D,"V61KN4H13I Street, City, Country",Paid,879.75,Low,5,SVT23JOV,34.17,Credit Card,"FA9JQPV97U Street, City, Country",2023-12-15,Delivered
Z744YVRY21,2023-12-10,Customer_Q3TG2,Delivered,2023-12-20,Land,420.5,Product_MHXUB,20I2P,7MMKK9DK,"UN55YP733P Street, City, Country",Unpaid,229.04,Low,1,O33WMYS1,29.42,Bank Transfer,"S53YDE2QA7 Street, City, Country",2023-12-20,Delivered
GQHT9IGH14,2023-12-10,Customer_8SG5N,Shipped,2023-12-15,Sea,325.17,Product_7H5K9,SNDC4,UW02820T,"ZAKL40GINH Street, City, Country",Unpaid,62.19,Low,4,9FLYFNBF,20.36,Bank Transfer,"0PUCL72412 Street, City, Country",2023-12-10,Delivered
59DUA5RGXY,2023-12-10,Customer_AUTPK,Shipped,2023-12-20,Land,262.94,Product_E5F6Q,30RY2,FA0CZ4I0,"327U0XJ778 Street, City, Country",Paid,698.53,Low,4,KDLCXLJT,35.79,Credit Card,"2AA98CMHU8 Street, City, Country",2023-12-15,Out for Delivery
GN2GETU1UM,2023-12-15,Customer_QFU7F,Delivered,2023-12-15,Land,239.06,Product_8Y0V6,H1YLP,6IO1W6A3,"EZ99CKPV6V Street, City, Country",Paid,536.91,Medium,2,PF7QALDB,18.66,Credit Card,"FWQV5Y9WPV Street, City, Country",2023-12-20,Delivered
JRKGSXGP3D,2023-12-15,Customer_W1TN7,Delivered,2023-12-15,Sea,81.19,Product_BR1DO,507ZH,6D42KN5N,"RLJO8YG1O6 Street, City, Country",Unpaid,615.72,Low,1,U73UYMVG,23.08,Bank Transfer,"3PXGKE7D9D Street, City, Country",2023-12-10,Out for Delivery
IXY75BGP32,2023-12-15,Customer_JVGOV,Processing,2023-12-10,Air,278.2,Product_UDJZW,BIG4S,9IU90LXY,"58Z4AS4XCB Street, City, Country",Paid,158.25,Low,5,YVHSSA6F,43.65,Credit Card,"BZK1LP5VKZ Street, City, Country",2023-12-10,Delivered
KR1QIV3UJ5,2023-12-15,Customer_JPLNW,Shipped,2023-12-10,Air,371.41,Product_YGWL9,Z8JA5,KC1QR0Y6,"9SSDWRMXEJ Street, City, Country",Unpaid,216.82,Low,2,5UVSR8MD,7.05,PayPal,"LL2ZNTF8L5 Street, City, Country",2023-12-20,Out for Delivery
YKVMO87WPG,2023-12-10,Customer_5SCER,Delivered,2023-12-20,Air,453.7,Product_ZSY3X,E6JHW,74BC4R75,"6W4Z0VMGEF Street, City, Country",Paid,790.44,High,5,TXBMQ2CZ,49.55,Bank Transfer,"Z2JM4A0CC6 Street, City, Country",2023-12-15,In Transit
54OLODD0OX,2023-12-15,Customer_6OW67,Shipped,2023-12-20,Land,367.02,Product_TDE51,ISKMT,GMTJXZTT,"BCRT3KDNZI Street, City, Country",Paid,782.51,High,3,OUL0HZX5,43.62,Credit Card,"UYPMP1CZCG Street, City, Country",2023-12-20,In Transit
DZQ266ZX09,2023-12-01,Customer_V7IJB,Shipped,2023-12-15,Land,494.12,Product_QP7RY,EP9TC,CACKA0RW,"840EZYTA9H Street, City, Country",Unpaid,508.38,Medium,2,UDEJMMZ5,16.78,Credit Card,"V2XFUOXI95 Street, City, Country",2023-12-10,Out for Delivery
JHV2JCW2RE,2023-12-01,Customer_G0HF8,Processing,2023-12-20,Sea,36.79,Product_FOXCR,LWGXQ,2FEYAINK,"O8DAJMQQAB Street, City, Country",Paid,58.83,Low,5,JP043R7Z,24.52,Bank Transfer,"6Q5UY03SAU Street, City, Country",2023-12-15,Delivered
JMZMRVZO5H,2023-12-15,Customer_6GIEC,Delivered,2023-12-20,Air,264.41,Product_9ME0D,AOF4X,4CWECIQS,"F4WNI45CFE Street, City, Country",Unpaid,363.03,High,5,G4GBIEHY,25.46,PayPal,"NJ7ZY8O16N Street, City, Country",2023-12-15,In Transit
93ES1R00S8,2023-12-15,Customer_UGKL6,Shipped,2023-12-15,Air,279.33,Product_M0PAM,T1RPA,ICZA5HWJ,"AFPMZA3JIY Street, City, Country",Unpaid,591.94,Low,1,0FWXZGLP,27.61,PayPal,"J8JF6TZ7OW Street, City, Country",2023-12-20,Delivered
32PCIPQBGJ,2023-12-15,Customer_Q3SN8,Delivered,2023-12-15,Sea,428.28,Product_PEMAO,W28O0,QM3XEJUV,"VGTQU8BM8I Street, City, Country",Paid,994.04,High,5,FNAP6HRF,23.94,Bank Transfer,"BWYGM94R9Q Street, City, Country",2023-12-20,In Transit
GIYXDYQ065,2023-12-10,Customer_2F7I7,Processing,2023-12-20,Sea,488.0,Product_EDSGL,M6ASF,L2XFJP19,"UC2RN4UFB6 Street, City, Country",Unpaid,912.85,Low,4,HT3HKOOH,21.06,Credit Card,"SAMHZMCEVY Street, City, Country",2023-12-20,In Transit
CUAWI5Q7IL,2023-12-10,Customer_DJLWG,Delivered,2023-12-10,Land,354.56,Product_NDABN,41EO1,GYH60DDW,"HPQU939XWP Street, City, Country",Unpaid,828.67,Low,4,XV3Z1XNK,14.14,Bank Transfer,"TFGPAZL2J2 Street, City, Country",2023-12-15,Out for Delivery
IWOVLLBTSA,2023-12-01,Customer_WF293,Processing,2023-12-10,Land,64.56,Product_RUGST,DOKBK,245RH45R,"Z8A9SIN361 Street, City, Country",Paid,265.9,Medium,5,TS6NTQPE,9.23,Bank Transfer,"JHB7EIQC5O Street, City, Country",2023-12-20,In Transit
AM79ZMJ9BC,2023-12-10,Customer_0NT0P,Delivered,2023-12-15,Sea,296.99,Product_3E05P,VM5MU,HO1ZAFJ0,"KQU9HZ65DD Street, City, Country",Paid,931.46,Low,4,G3X1RB1Y,24.53,Credit Card,"8QSMHBFBNP Street, City, Country",2023-12-15,Out for Delivery
530EQ2VZGB,2023-12-15,Customer_HCI8F,Processing,2023-12-10,Land,432.08,Product_B7KAP,J8R6Q,BG2DY4DK,"5HQ0OQUGWG Street, City, Country",Paid,414.73,Medium,1,25TUTGEZ,42.2,Credit Card,"QT3GD2TXLQ Street, City, Country",2023-12-15,Delivered
ABBRML4L5I,2023-12-01,Customer_927H1,Delivered,2023-12-20,Land,307.56,Product_BVYR9,33GY4,IBSKV4F1,"GK0UCWOXB6 Street, City, Country",Unpaid,922.15,Medium,2,L2P88B9W,20.64,Credit Card,"62BHTFDZBS Street, City, Country",2023-12-15,In Transit
1IR49KUQRN,2023-12-10,Customer_9HG9W,Shipped,2023-12-10,Air,259.9,Product_EDQLA,FUE8S,H52B808P,"9IM39U5L4Y Street, City, Country",Paid,238.4,Low,2,H5B4RVUA,22.89,Bank Transfer,"WIH2L5XF7D Street, City, Country",2023-12-20,Out for Delivery
RENSU6VBDH,2023-12-15,Customer_OTV1V,Processing,2023-12-15,Sea,65.29,Product_8JZ4E,5NELM,7UB4WCVB,"YZF2TYX72N Street, City, Country",Unpaid,180.14,Low,2,VPB8SGTT,26.58,Bank Transfer,"650BNAJF0O Street, City, Country",2023-12-20,In Transit
78DKJX7NNW,2023-12-15,Customer_HDS6J,Delivered,2023-12-10,Air,402.61,Product_GMRLI,J2J2Q,54BR50Z8,"B217J9AZLX Street, City, Country",Unpaid,431.96,High,3,WGMBC0VX,24.45,Bank Transfer,"WZTRPNGB46 Street, City, Country",2023-12-15,Out for Delivery
AMAYEQ2TMA,2023-12-15,Customer_QFOM6,Processing,2023-12-15,Land,401.17,Product_SSE3K,OY077,DUJQV4JM,"VNLU35FAAL Street, City, Country",Paid,186.83,Medium,1,QWRYO0I4,44.03,Credit Card,"3X83W7G1M3 Street, City, Country",2023-12-15,Delivered
HGQIK4KBBA,2023-12-10,Customer_SEZBN,Shipped,2023-12-10,Air,438.68,Product_KCOT2,XTKCN,O9X3V1FZ,"CROS2FSWN8 Street, City, Country",Unpaid,996.12,High,1,IBX6ME2I,28.98,Credit Card,"AO1AJ7NXZE Street, City, Country",2023-12-15,In Transit
QOKEMUFMA7,2023-12-15,Customer_K6430,Shipped,2023-12-10,Air,139.94,Product_HLVK2,MEQ8B,OV09AET4,"Q8DIAZLHT8 Street, City, Country",Unpaid,135.81,High,3,8RKK6X0K,8.94,PayPal,"15HVNA4AJT Street, City, Country",2023-12-20,Delivered
X6PJJGRKY3,2023-12-01,Customer_A1EXT,Shipped,2023-12-20,Sea,103.64,Product_P7Y3Q,ZI48D,EDYLKXF9,"6POBFYDK8R Street, City, Country",Paid,331.15,Low,4,G4VH53J6,5.35,Credit Card,"HBR9OI7ZWR Street, City, Country",2023-12-20,Out for Delivery
8YOLRNECZF,2023-12-15,Customer_ZCH5R,Delivered,2023-12-10,Land,162.68,Product_867B0,00AP1,HZTXRF9H,"HEO0PLSGVB Street, City, Country",Unpaid,540.27,Medium,3,2OCAYZLB,11.86,PayPal,"1N7HB4ICD9 Street, City, Country",2023-12-10,Delivered
SH0V2TFLLE,2023-12-15,Customer_UH5WX,Processing,2023-12-20,Air,54.69,Product_8DQZ5,WHL4K,NHX2RT4F,"K32CN818DL Street, City, Country",Paid,523.7,Low,1,74USDKFJ,9.11,PayPal,"KKVP0LQD7Q Street, City, Country",2023-12-15,Delivered
EAJFHHANMN,2023-12-01,Customer_QNYS7,Processing,2023-12-15,Sea,343.74,Product_GR5WD,ECMVB,5764JXNA,"IPHQKRA8FX Street, City, Country",Paid,90.35,High,3,DFD58Q5M,15.94,Credit Card,"KQ4E220V1Y Street, City, Country",2023-12-10,Delivered
QJRZAR3THT,2023-12-15,Customer_Q7733,Processing,2023-12-15,Land,175.58,Product_P4OHF,K8W6P,KZDJZTG1,"8U3IPGZISI Street, City, Country",Paid,87.75,Low,4,QR2IVOFG,6.98,PayPal,"RN14L7KJ3G Street, City, Country",2023-12-15,Out for Delivery
56YG839LG8,2023-12-10,Customer_5HUJS,Shipped,2023-12-20,Air,149.41,Product_0ZRS8,9ZR5X,B4GDHAV5,"92ZVBETUOP Street, City, Country",Paid,944.41,Low,5,KNIKADMF,22.27,PayPal,"RZKYST34J4 Street, City, Country",2023-12-10,Out for Delivery
PI1LX7QBIY,2023-12-15,Customer_870SX,Processing,2023-12-15,Land,394.22,Product_KBDB4,O2706,M8SATTGL,"KCXY3WZA9N Street, City, Country",Unpaid,310.24,High,3,WA5GFNVO,48.7,Bank Transfer,"LE4SFUEEB5 Street, City, Country",2023-12-10,In Transit
5GNGQ90NNR,2023-12-15,Customer_1A7Z9,Shipped,2023-12-20,Sea,458.48,Product_CKT2P,7FVYT,L7UT7F6N,"KYRC8FUX9B Street, City, Country",Unpaid,738.44,High,5,I6QOXI4E,23.8,PayPal,"5HWEYF7PFE Street, City, Country",2023-12-15,Delivered
3ZJUZX98QP,2023-12-10,Customer_LNEI7,Shipped,2023-12-20,Sea,371.26,Product_RNXGK,PIIR6,0WLXRE3S,"2H7Q4HEW74 Street, City, Country",Paid,110.16,High,4,TLF2X3VB,7.44,PayPal,"RPSHVE7IYP Street, City, Country",2023-12-10,In Transit
KU0LCRC458,2023-12-10,Customer_87993,Shipped,2023-12-20,Air,199.17,Product_26HNT,E6GTK,49VUZ4ZM,"U7MR6Q2GC1 Street, City, Country",Paid,805.23,Low,1,1WP5XUT5,47.49,Bank Transfer,"XNDTZAICJP Street, City, Country",2023-12-15,In Transit
HEWMYI3EFI,2023-12-01,Customer_VYI8J,Processing,2023-12-10,Land,282.38,Product_1E11R,59362,9O196WU9,"HAG5ROETYK Street, City, Country",Paid,751.89,Low,5,FCBLU69D,27.71,Bank Transfer,"JJXS5R9P96 Street, City, Country",2023-12-15,Out for Delivery
1BK3N771DO,2023-12-10,Customer_P5C70,Shipped,2023-12-10,Air,271.11,Product_7HXCN,AINK4,9T5ZOMWY,"2PL1LRJLNK Street, City, Country",Unpaid,937.9,High,2,ZV8O3MPB,22.46,Credit Card,"XNJFW7W863 Street, City, Country",2023-12-10,In Transit
P72VUVI4G4,2023-12-01,Customer_G6EER,Shipped,2023-12-10,Sea,289.69,Product_E5EDD,89YEO,HMC69F41,"HVP9B30FXZ Street, City, Country",Unpaid,232.15,Low,3,PYQ7XINM,46.72,PayPal,"JM3L99AB07 Street, City, Country",2023-12-10,Delivered
243YMMWTD0,2023-12-10,Customer_GMM4X,Shipped,2023-12-15,Sea,476.53,Product_1V141,0L3UR,J1Z4U1IC,"8QTAS3MP5K Street, City, Country",Paid,726.03,High,2,MC30FAQH,40.2,PayPal,"KKGIN06GLC Street, City, Country",2023-12-20,In Transit
QKHXT28QKD,2023-12-15,Customer_2IATA,Delivered,2023-12-10,Air,211.6,Product_LJ3YV,OP25V,MCFB7GF2,"XPWI9KX755 Street, City, Country",Unpaid,243.72,Low,1,MCQY8NL6,7.59,Credit Card,"UNNJ71R7E2 Street, City, Country",2023-12-10,Out for Delivery
JXA34M8U9G,2023-12-10,Customer_4EGZ5,Shipped,2023-12-20,Land,213.02,Product_UB9XH,IG3CY,9XZQL4H2,"6C6IAH14BR Street, City, Country",Unpaid,157.51,Low,3,UODACRRC,10.58,Bank Transfer,"UMF1PXJX9B Street, City, Country",2023-12-15,In Transit
OYM1EZ834H,2023-12-01,Customer_S789R,Shipped,2023-12-10,Air,315.52,Product_DBQX1,TD1VS,ZZ9OK5JR,"PGBDV03SZ0 Street, City, Country",Paid,671.8,Medium,1,80WUC7FS,46.71,PayPal,"FYXP0Y1JL5 Street, City, Country",2023-12-10,Out for Delivery
GRKD5Y3RPS,2023-12-10,Customer_AMGK0,Processing,2023-12-20,Land,79.73,Product_XVW8X,N76BF,DVS4HW8T,"IY7IW8LF5J Street, City, Country",Paid,779.11,High,3,ZUKPT8LG,5.13,Bank Transfer,"PDDEE8I821 Street, City, Country",2023-12-20,Out for Delivery
6RFMVLVOU0,2023-12-10,Customer_L9DNR,Shipped,2023-12-20,Air,83.68,Product_E53NT,Y9495,A57O4FRH,"57Z0U15TYZ Street, City, Country",Paid,752.23,Medium,3,T44ZSN72,8.41,Bank Transfer,"L0QSI8VOBT Street, City, Country",2023-12-20,Delivered
FQQGB8572C,2023-12-15,Customer_YXYN5,Shipped,2023-12-15,Land,89.64,Product_HQSCR,ZK9SH,5ER3M239,"JDN4WFFJXZ Street, City, Country",Paid,766.48,High,2,HLLF5J96,26.65,Credit Card,"E9EEKOTANT Street, City, Country",2023-12-10,In Transit
20W5V6070J,2023-12-10,Customer_TN03V,Shipped,2023-12-10,Land,289.94,Product_P78A5,29T61,G48SO6YC,"SMV28EL0UX Street, City, Country",Paid,912.1,High,2,4PUQPLRA,43.14,Credit Card,"PZ0IXPBZB0 Street, City, Country",2023-12-20,In Transit
P88UNA4WG9,2023-12-15,Customer_ZAEVP,Delivered,2023-12-15,Sea,390.66,Product_UYEQ5,4R3EZ,AS89W4JR,"U8ZJBR6W7N Street, City, Country",Unpaid,550.19,Low,3,IHJ1EGT4,11.86,Credit Card,"XWU9D9CHJR Street, City, Country",2023-12-20,In Transit
MCDJBABVN7,2023-12-15,Customer_T2B43,Processing,2023-12-20,Land,427.07,Product_WN0MP,420G0,Y1N07FM7,"8J4G7OQ8JL Street, City, Country",Unpaid,553.53,Low,1,ILS3LFNB,35.14,Credit Card,"L1ZIK0MSDA Street, City, Country",2023-12-15,Out for Delivery
3BAYV0PZYI,2023-12-15,Customer_WG7FS,Delivered,2023-12-20,Land,80.33,Product_TMP9J,9VRXZ,U4HVXRWS,"GNKJCQ11A7 Street, City, Country",Unpaid,965.12,High,3,WGU5FAFD,13.53,Credit Card,"TN7MFBHC3L Street, City, Country",2023-12-15,In Transit
ZJ3KTA2ORG,2023-12-10,Customer_Y5COF,Delivered,2023-12-20,Land,202.31,Product_IQHRY,MDF8L,13TOSGJZ,"CYM46FPGF5 Street, City, Country",Unpaid,252.42,Low,2,JEXXUB4R,41.3,PayPal,"58V9PRY5L9 Street, City, Country",2023-12-20,In Transit
BHAYYERJ5O,2023-12-01,Customer_SXSQV,Shipped,2023-12-20,Land,144.6,Product_XN3F9,JO2FX,Y5NPKSIK,"UWH49E15FS Street, City, Country",Unpaid,201.07,Low,3,UHLTDJE6,38.24,Credit Card,"U73LPHJTYK Street, City, Country",2023-12-20,Delivered
TPBPMV0N2U,2023-12-15,Customer_Q5T81,Shipped,2023-12-15,Land,68.85,Product_QVSJW,Y6VRS,8CCWUVND,"ZE521QLEWG Street, City, Country",Unpaid,537.21,Low,2,1DQZIT4G,28.9,PayPal,"0DC1JB0CX7 Street, City, Country",2023-12-20,In Transit
